sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Galan,mean_Female_Galan,mean_other_Galan,sd_Male_Galan,sd_Female_Galan,sd_other_Galan,mean_Fruits_galan,mean_Seeds_galan,mean_Leaves_galan,mean_Flowers_galan,mean_Animal_galan,sd_Fruits_galan,sd_Seeds_galan,sd_Leaves_galan,sd_Flowers_galan,sd_Animals_galan
sp,Galagoides_granti,Grant's Lesser Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_orinus,Mountain Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_rondoensis,Rondo Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_thomasi,Thomas's Dwarf Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Galagoides_zanzibaricus,Kenya Coast Dwarf Galago, ,Forest,0,1,closed,1,Nocturnal, , , , , ,4, ,4, ,1,1, , , , , ,1,9, ,wp,MF_MFF,0.444444444,solitary, ,none,AR,0.15,0.137,0.14, , , ,6.5, , , ,47.5,2.121320344, , , ,6.363961031
pop,Galagoides_zanzibaricus,Kenya Coast Dwarf Galago,"Gedi Ruins National Monument, Monbasa",Forest,0,1,closed,1,Nocturnal, , , , , ,4, ,4, ,1,1, , , , , , ,9,1,wp,MF_MFF,0.444444444,solitary, ,none,AR,0.15,0.137,0.14, , , ,6.5, , , ,47.5,2.121320344, , , ,6.363961031
sp,Gorilla_beringei,Mountain Gorilla, ,Forest,0,1,closed,1,Diurnal, , ,2, , , , ,11,4,33, ,7, , , , ,11,48, ,both,FFMM,0.6875,groups,ff,yes,BOTH,162.5,97.5, , , , ,5.7, ,17.9,0.71, , , , , , 
pop,Gorilla_beringei,Mountain Gorilla,"Mount Visoke, Parc des Volcans, Central Africa",Forest,0,1,closed,1,Diurnal, , ,2, , , , ,8,4,26, ,7, , , , , ,38,9,wp,FFMM,0.684210526,groups,ff,yes,BOTH,162.5,97.5, , , , ,5.7, ,17.9,0.71, , , , , , 
pop,Gorilla_beringei,Mountain Gorilla,"Bwindi Impenetrable National Park, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,7, , , , , , , ,10,3,wp,FFMM,0.7,groups,ff,yes,BOTH,162.5,97.5, , , , ,5.7, ,17.9,0.71, , , , , , 
sp,Gorilla_gorilla,Western Lowland Gorilla, ,Forest_Wetland_Grassland,1,1,both,2,Diurnal, , ,12, , ,8, ,61,4,17,4,5,1,1, , ,13,92, ,both,MFF,0.663043478,groups,ff,none,BOTH, , , , , , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Kahuzi-Biega National Park, Congo",Forest,0,1,closed,1,Diurnal, , ,1, , , , ,13, ,4,3, , ,1, , , ,18,1,wp,MFF,0.722222222,groups,ff,yes,BOTH, , , , , , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Bai Hoku, Central Africa",Forest,0,1,closed,1,Diurnal, , ,2, , ,1, ,2, ,1, , , , , , , ,4,5,wp,MFF,0.5,groups,one,none,BOTH, , , , , , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Mbeli Bai, Congo",Forest_Wetland,0,1,closed,2,Diurnal, , ,7, , ,1, ,15,3,2, ,1, , , , , ,21,2,wp,MFF,0.714285714,groups,one,none,BOTH, , , , , , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Odzala National Park, Congo",Forest_Wetland,0,1,closed,2,Diurnal, , ,2, , ,6, ,30, ,6, ,3, , , , , ,42,2,wp,MFF,0.714285714,groups,one,none,BOTH, , , , , , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Batéké Plateau, Congo",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , ,1,2,1,1,1, , , , ,4,1,wp,FFMM,0.5,groups,one,none,BOTH, , , , , , ,14.7, ,2, , , , , , , 
pop,Gorilla_gorilla,Western Lowland Gorilla,"Batéké Plateau, Gabon",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,2,wp,FFMM,0.666666667,groups,one,none,BOTH, , , , , , ,14.7, ,2, , , , , , , 
sp,Hapalemur_alaotrensis,Lac Alaotra Gentle Lemur, ,Forest,0,1,closed,1,Cathemeral, , , , , ,11, ,4,4,4, , , , , , ,2,23, ,wp,MF,0.4782608,groups,one,none,AR, , ,1.239, , , , ,2.1,48.3,0.1, , , , , , 
pop,Hapalemur_alaotrensis,Lac Alaotra Gentle Lemur,"Lake Alaotra, Madagascar",Forest,0,1,closed,1,Cathemeral, , , , , ,11, ,4,4,4, , , , , , , ,23,2,wp,MF,0.4782608,groups,one,none,AR, , ,1.239, , , , ,2.1,48.3,0.1, , , , , , 
sp,Hapalemur_aureus,Golden Bamboo Lemur, ,Forest,0,1,closed,1,Diurnal, , , , , ,4, , , , , , , , , , ,1,4, ,none,MF,1,groups,one,none,AR,1.52,1.39,1.515, , ,0.091923882,4, ,91,1, , , , , , 
pop,Hapalemur_aureus,Golden Bamboo Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,4, , , , , , , , , , , ,4,1,none,MF,1,groups,one,none,AR,1.52,1.39,1.515, , ,0.091923882,4, ,91,1, , , , , , 
sp,Hapalemur_griseus,Gray Bamboo Lemur, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,4, , , , , , , , ,1,4, ,none,MFF,1,groups,one,none,AR,0.8675,0.7865,0.823333333,0.168998521,0.16475588,0.120554275,5, ,92, , , , , , , 
pop,Hapalemur_griseus,Gray Bamboo Lemur,"Ranomafana, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,4, , , , , , , , , ,4,1,none,MFF,1,groups,one,none,AR,0.8675,0.7865,0.823333333,0.168998521,0.16475588,0.120554275,5, ,92, , , , , , , 
sp,Hapalemur_meridionalis,Southern Bamboo Lemur, ,Forest,0,1,closed,1,Cathemeral_Diurnal, , , , , , , ,1,1,2, ,1, , , , ,1,4, ,wp,FFMM,0.5,groups,one,none,AR,1.06875,1.075,0.961, , ,0.156977705,18.58, ,43.03,12.78, , , , , , 
pop,Hapalemur_meridionalis,Southern Bamboo Lemur,"Madena Littoral Forest, Madagascar",Forest,0,1,closed,1,Cathemeral_Diurnal, , , , , , , ,1,1,2, ,1, , , , , ,4,1,wp,FFMM,0.5,groups,one,none,AR,1.06875,1.075,0.961, , ,0.156977705,18.58, ,43.03,12.78, , , , , , 
sp,Hapalemur_occidentalis,Northern Bamboo Lemur, , ,0,0,, ,Cathemeral_Diurnal_Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Hoolock_hoolock,Western Hoolock Gibbon, ,Forest,0,1,closed,1,Diurnal,3,1, , , ,53, ,1,1,6, , , , , , ,6,61, ,wp,MF,0.868852459,groups,one,none,AR,6.87,6.88,6.88, , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,"Chunati, Bengladesh",Forest,0,1,closed,1,Diurnal,2, , , , ,5, , , , , , , , , , , ,5,1,none,MF,1,groups,one,none,AR,6.87,6.88,6.88, , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,"Assam, India",Forest,0,1,closed,1,Diurnal, , , , , ,5, , , , , , , , , , , ,5,1,none,MF,1,groups,one,none,AR,6.87,6.88,6.88, , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,"Lawashara, Bengladesh",Forest,0,1,closed,1,Diurnal, ,1, , , ,8, , , , , , , , , , , ,8,3,none,MF,1,groups,one,none,AR,6.87,6.88,6.88, , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,"West Garo Hills, India",Forest,0,1,closed,1,Diurnal,1, , , , ,25, , , ,6, , , , , , , ,31,1,wp,MF,0.806451613,groups,one,none,AR,6.87,6.88,6.88, , , ,62,2,27,4, , , , , , 
pop,Hoolock_hoolock,Western Hoolock Gibbon,North-Eastern India,Forest,0,1,closed,1,Diurnal, , , , , ,10, ,1,1, , , , , , , , ,12,1,wp,MF,0.833333333,groups,one,none,AR,6.87,6.88,6.88, , , ,62,2,27,4, , , , , , 
sp,Hoolock_leuconedys,Eastern Hoolock Gibbon, ,Forest,0,1,closed,1,Diurnal, ,2, , , ,9, ,2, , , , , , , , ,2,11, ,both,MF,0.818181818,groups,one,none,AR, , ,7.2, , , , , , , , , , , , , 
pop,Hoolock_leuconedys,Eastern Hoolock Gibbon,"Nankang Nature Park, China",Forest,0,1,closed,1,Diurnal, ,2, , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,none,AR, , ,7.2, , , , , , , , , , , , , 
pop,Hoolock_leuconedys,Eastern Hoolock Gibbon,"Yunnan, China",Forest,0,1,closed,1,Diurnal, , , , , ,7, ,2, , , , , , , , , ,9,1,wp,MF,0.777777778,groups,one,none,AR, , ,7.2, , , , , , , , , , , , , 
sp,Hylobates_abbotti,Abbott's Gray Gibbon, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Hylobates_agilis,Agile Gibbon, ,Forest,0,1,closed,1,Diurnal,4,2, , , ,29, , , , , , , , , , ,2,29, ,none,MF,1,groups,one,none,AR,5.71,6.3,6, , , ,53, ,24,20,3, , , , , 
pop,Hylobates_agilis,Agile Gibbon,"Gunung Palung Reserve, Indonesia",Forest,0,1,closed,1,Diurnal,4,2, , , ,28, , , , , , , , , , , ,28,1,none,MF,1,groups,one,none,AR,5.71,6.3,6, , , ,53, ,24,20,3, , , , , 
pop,Hylobates_agilis,Agile Gibbon,"Padang, Sumatra, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.71,6.3,6, , , ,53, ,24,20,3, , , , , 
sp,Hylobates_albibarbis,Bornean White-Bearded Gibbon, ,Forest_Wetland,0,1,closed,2,Diurnal,,, , , ,3, , , , , , , , , , ,1,3, ,none,MF,1,groups,one,none,AR,5.45,6.45, , , , ,63, ,25,5,1, , , , , 
pop,Hylobates_albibarbis,Bornean White-Bearded Gibbon,"Kalamitan, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,3, , , , , , , , , , , ,3,1,none,MF,1,groups,one,none,AR,5.45,6.45, , , , ,63, ,25,5,1, , , , , 
sp,Hylobates_funereus,East Bornean Gray Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , ,1,1, ,none,MF,1,groups,one,yes,AR,5.63,5.37,5.5, , , ,57.5, ,23.8,12.1,0.8, , , , , 
pop,Hylobates_funereus,East Bornean Gray Gibbon,"Sabah, Borneo",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,yes,AR,5.63,5.37,5.5, , , ,57.5, ,23.8,12.1,0.8, , , , , 
sp,Hylobates_klossii,Kloss's Gibbon, ,Forest,0,1,closed,1,Diurnal, ,2, , , ,11, , , , , , , , , , ,2,11, ,none,MF,1,groups,one,yes,AR,5.67,5.92,5.8, , , ,72, ,2, ,25, , , , , 
pop,Hylobates_klossii,Kloss's Gibbon,"Siberut Island, Indonesia",Forest,0,1,closed,1,Diurnal, ,2, , , ,11, , , , , , , , , , , ,11,2,none,MF,1,groups,one,yes,AR,5.67,5.92,5.8, , , ,72, ,2, ,25, , , , , 
sp,Hylobates_lar,Lar Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,38, , ,7, , , , , , , ,8,45, ,both,MF,0.911111111,groups,one,yes,AR,5.92,5.36,5.64, , , , , , , , , , , , , 
pop,Hylobates_lar,Lar Gibbon,"Ketembe Research Station, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups,one,yes,AR,5.92,5.36,5.64, , , , , , , , , , , , , 
pop,Hylobates_lar,Lar Gibbon,"Khao Yai National Park, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,35, , ,7, , , , , , , , ,42,6,wp,MF,0.833333333,groups,one,yes,AR,5.92,5.36,5.64, , , , , , , , , , , , , 
pop,Hylobates_lar,Lar Gibbon,"Huai Kha Khaeng Wildlife Sanctuary, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.92,5.36,5.64, , , , , , , , , , , , , 
sp,Hylobates_moloch,Moloch/Silvery Gibbon, ,Forest,0,1,closed,1,Diurnal, ,, , , ,4, ,1,1, , , , , , , ,2,5, ,wp,MF,0.8,groups,one,none,AR,6.58,6.25, , , , ,61, ,38,1, , , , , , 
pop,Hylobates_moloch,Moloch/Silvery Gibbon,"Gunung Halimun Salak National Park, Java, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,4, ,1, , , , , , , , , ,5,2,wp,MF,0.8,groups,one,none,AR,6.58,6.25, , , , ,61, ,38,1, , , , , , 
sp,Hylobates_muelleri,Müller's Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , ,2,2, ,none,MF,1,groups,one,none,AR,5.44,5.27,5.35, , , ,62, ,32,7,2, , , , , 
pop,Hylobates_muelleri,Müller's Gibbon,"Kutai Nature Reserve, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.44,5.27,5.35, , , ,62, ,32,7,2, , , , , 
pop,Hylobates_muelleri,Müller's Gibbon,"Mentoko Camp, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.44,5.27,5.35, , , ,62, ,32,7,2, , , , , 
sp,Hylobates_pileatus,Pileated Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,23, ,1, , , , , , , , ,4,24, ,wp,MF,0.958333333,groups,one,none,AR,5.5,5.44,5.47, , , ,71, ,13, ,15, , , , , 
pop,Hylobates_pileatus,Pileated Gibbon,"Khao Soi Dao Wildlife Sanctuary, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,11, ,1, , , , , , , , , ,12,1,wp,MF,0.916666667,groups,one,none,AR,5.5,5.44,5.47, , , ,71, ,13, ,15, , , , , 
pop,Hylobates_pileatus,Pileated Gibbon,"Khao Yai National Park, Thailand",Forest,0,1,closed,1,Diurnal, , , , , ,11, , , , , , , , , , , ,11,2,none,MF,1,groups,one,none,AR,5.5,5.44,5.47, , , ,71, ,13, ,15, , , , , 
pop,Hylobates_pileatus,Pileated Gibbon,"Khao Ang Rue Nai Wildlife Sanctuary, Thailand",forest,0,1,closed,1,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR,5.5,5.44,5.47, , , ,71, ,13, ,15, , , , , 
sp,Indri_indri,Indri, , ,0,0,,1,Diurnal, , , , , ,7, ,1,1, , , , , , , ,3,9, ,both,MF,0.777777778,groups, ,none,AR,5.83,6.84,6.465, , ,0.176776695,25,10,62.5, , , , , , , 
pop,Indri_indri,Indri,"Maromizaha Forest, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,2, , , , , , , , , , , ,2,1,none,MF,1,groups, ,none,AR,5.83,6.84,6.465, , ,0.176776695,25,10,62.5, , , , , , , 
pop,Indri_indri,Indri,"Alanamazoatra, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , ,5, ,1,1, , , , , , , , ,7,2,wp,MF,0.714285714,groups, ,none,AR,5.83,6.84,6.465, , ,0.176776695,25,10,62.5, , , , , , , 
sp,Lagothrix_cana,Gray Woolly Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lagothrix_flavicauda,Peruvian Yellow-tailed Wooly Monkey, ,Forest_Grassland_Artificial,1,1,both,3,Diurnal, , , , , , , , , ,3, , , , , , ,1,3, ,none,FFMM,1,groups,one,none,AR,8.5,6,7.25, , , , , , , , , , , , , 
pop,Lagothrix_flavicauda,Peruvian Yellow-tailed Wooly Monkey,"Peroles, Peru",Forest_Grassland_Artificial,1,1,both,3,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,AR,8.5,6,7.25, , , , , , , , , , , , , 
sp,Lagothrix_lagotricha,Humboldt's Wooly Monkey, , ,0,0,,1,Diurnal, , , , , , , , , ,13, , , , , , ,3,13, ,none,FFMM,1,groups,one,none, , ,6, , , , , , , , , , , , , , 
pop,Lagothrix_lagotricha,Humboldt's Wooly Monkey,"La Macarena, Columbia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none, , ,6, , , , , , , , , , , , , , 
pop,Lagothrix_lagotricha,Humboldt's Wooly Monkey,Estacion Biologica Caparu Colombia,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none, , ,6, , , , , , , , , , , , , , 
pop,Lagothrix_lagotricha,Humboldt's Wooly Monkey,Tinigua National Park Colombia,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,10, , , , , , , ,10,1,none,FFMM,1,groups,one,none, , ,6, , , , , , , , , , , , , , 
sp,Lagothrix_lugens,Colombian Woolly Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lagothrix_poeppigii,Silvery Woolly Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,7, , , , , , ,2,7, ,none,FFMM,1,groups, ,none,AR,8.5,6,7.25, , , , , , , , , , , , , 
pop,Lagothrix_poeppigii,Silvery Woolly Monkey,"Tiputini Biodiversity Station, Ecuador",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,AR,8.5,6,7.25, , , , , , , , , , , , , 
pop,Lagothrix_poeppigii,Silvery Woolly Monkey,Yasuni National Park Ecuador,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,5, , , , , , , ,5,1,none,FFMM,1,groups,one,none,AR,8.5,6,7.25, , , , , , , , , , , , , 
sp,Lemur_catta,Ring-Tailed Lemur, , ,0,0,,1,Diurnal, , , , , , , ,1, ,36, , , , , , ,7,37, ,both,FFMM,0.972972973,groups,one,none,BOTH,2.21,2.21,2.21, , , ,46.5, ,44,7, , , , , , 
pop,Lemur_catta,Ring-Tailed Lemur,"Beza Mahaflahy, Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,13, , , , , , , ,13,3,none,FFMM,1,groups,one,none,BOTH,2.21,2.21,2.21, , , ,46.5, ,44,7, , , , , , 
pop,Lemur_catta,Ring-Tailed Lemur,"Berenty Private Reserve, Southeastern Madagascar",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,23, , , , , , , ,24,4,wp,FFMM,0.958333333,groups,ff,none,BOTH,2.21,2.21,2.21, , , ,46.5, ,44,7, , , , , , 
sp,Leontopithecus_caissara,Black-Faced Lion Tamarin, ,Forest,0,1,closed,1,Diurnal, , , ,1, ,4, , ,1,3, ,1, , ,1, ,2,9, ,both,MF,0.44444444,groups,one,yes,AR,0.606,0.551,0.58, , , ,74.52, , ,1,10.57, , , , , 
pop,Leontopithecus_caissara,Black-Faced Lion Tamarin,"Ariri region Cananenia Sao Paulo, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,3, , , , , , , , , , , ,3,1,wp,MF,1,groups,one,yes,AR,0.606,0.551,0.58, , , ,74.52, , ,1,10.57, , , , , 
pop,Leontopithecus_caissara,Black-Faced Lion Tamarin,"Superagui Island Parana, Brazil",Forest,0,1,closed,1,Diurnal, , , ,1, ,1, , ,1,3, ,1, , ,1, , ,6,1,wp,FFMM,0.5,groups,one,none,AR,0.606,0.551,0.58, , , ,74.52, , ,1,10.57, , , , , 
sp,Leontopithecus_chrysomelas,Golden-headed Lion Tamarin, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , ,35, , , ,64, , , , , 
sp,Leontopithecus_chrysopygus,Black Lion Tamarin, ,Forest,0,1,closed,2,Diurnal, , , , , ,1, , ,1, , , , , , , ,3,2, ,bp,MF_FMM,0.5,groups,one,none,AR, , ,0.615, , , ,73.4,0.2, , ,10.1, , , , , 
pop,Leontopithecus_chrysopygus,Black Lion Tamarin,"Caetetus Ecological Station, Brazil",Forest,0,1,closed,1,Diurnal, , , , , , , , ,1, , , , , , , , ,1,1,none,FMM,1,groups,one,none,AR, , ,0.615, , , ,73.4,0.2, , ,10.1, , , , , 
pop,Leontopithecus_chrysopygus,Black Lion Tamarin,"Morro do Diabo State Park, Brazil",Forest_Wetland,0,1,closed,2,Diurnal, , , , , ,1, , , , , , , , , , , ,1,1,none,MF,1,groups,one,none,AR, , ,0.615, , , ,73.4,0.2, , ,10.1, , , , , 
sp,Leontopithecus_rosalia,Golden Lion Tamarin, ,Forest,0,1,closed,1,Diurnal,4,3, , , ,18,2,1,10,4, ,1, , , , ,5,35, ,both,MF,0.514285714,groups,one,none,AR,0.62,0.598, , , , ,81.8, , ,5,14.5,3.111269837, , , ,1.272792206
pop,Leontopithecus_rosalia,Golden Lion Tamarin,"Poco das Antas Biological Reserve, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,10, ,1,5,3, ,1, , , , , ,19,3,wp,MF,0.526315789,groups,one,none,AR,0.62,0.598, , , , ,81.8, , ,5,14.5,3.111269837, , , ,1.272792206
pop,Leontopithecus_rosalia,Golden Lion Tamarin,"Uniao Biological Reserve, Brazil",Forest,0,1,closed,1,Diurnal, , , , , ,7,2, ,3, , , , , , , , ,12,2,wp,MF,0.583333333,groups,one,none,AR,0.62,0.598, , , , ,81.8, , ,5,14.5,3.111269837, , , ,1.272792206
pop,Leontopithecus_rosalia,Golden Lion Tamarin,"Silva Jardim, Brazil",Forest,0,1,closed,1,Diurnal,4,3, , , ,1, , ,2,1, , , , , , , ,4,1,wp,FMM,0.5,groups,one,none,AR,0.62,0.598, , , , ,81.8, , ,5,14.5,3.111269837, , , ,1.272792206
sp,Lepilemur_aeeclis,Antafia Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_ahmansonorum,Tsiombikibo Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_ankaranensis,Ankarana Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_betsileo,Betsileo Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_dorsalis,Greay's Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_edwardsi,Milne-Edwards' Sportive Lemur, , ,0,0,,1,Nocturnal, , , , , ,14, , , , , , , , , , ,2,14, ,none,MF,1,solitary, ,none,AR,0.928,0.934,1.02, , , ,0.3, ,74.4,5.2, , , , , , 
pop,Lepilemur_edwardsi,Milne-Edwards' Sportive Lemur,"Ankarafantsika, Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,6, , , , , , , , , , , ,6,1,none,MF,1,solitary, ,none,AR,0.928,0.934,1.02, , , ,0.3, ,74.4,5.2, , , , , , 
pop,Lepilemur_edwardsi,Milne-Edwards' Sportive Lemur,"Anpijoroa, Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,8, , , , , , , , , , , ,8,1,none,MF,1,solitary, ,none,AR,0.928,0.934,1.02, , , ,0.3, ,74.4,5.2, , , , , , 
sp,Lepilemur_fleuretae,Andohahela Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_grewcockorum,Anjiamangirana Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_hollandorum,Mananara-Nord Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_hubbardorum,Zombitse Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_jamesorum,Manombo Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_leucopus,White-footed Sportive Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , ,7, , , , , , , , , , ,1,7, ,none,MF,1,solitary,one,none,AR,0.617,0.594,0.5955, , ,0.050204581, , , , , , , , , , 
pop,Lepilemur_leucopus,White-footed Sportive Lemur,"Berenty, Madagascar",Forest,0,1,closed,1,Nocturnal, , , , , ,7, , , , , , , , , , , ,7,1,none,MF,1,solitary,one,none,AR,0.617,0.594,0.5955, , ,0.050204581, , , , , , , , , , 
sp,Lepilemur_microdon,Small-toothed Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_milanoii,Daraina Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_mittermeieri,Mittermeier's Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Lepilemur_mustelinus,Weasel Sportive Lemur, ,Forest,0,1,closed,1,Nocturnal, , ,4,5,4,1, , , , ,, , , , , ,1,5, ,wp,solitary,0.8,solitary,one,none,AR, , ,0.98, , ,0.028284271, , , , , , , , , , 
pop,Lepilemur_mustelinus,Weasel Sportive Lemur,"Mantadya, Madagascar",Forest,0,1,closed,1,Nocturnal, , ,4,5,4,1, , , , ,, , , , , , ,5,1,wp,solitary,0.8,solitary,one,none,AR, , ,0.98, , ,0.028284271, , , , , , , , , , 
sp,Lepilemur_otto,Ambodimahabibo Sportive Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
